scale_label,candidate_id,official_id,query_name,benchmark_group,g_class,mongodb_pattern,document_strategy,db_name,base_materialization_status,base_materialization_error,materialization_status,materialization_exactness,physical_collections_created_json,physical_indexes_created_json,loaded_collections_json,warnings_json,unsupported_reason,materialization_seconds,ready_for_benchmark,builder_script
sf3,ldbc_snb_is4_g1_c923c633,IS4,IS4_ContentOfMessage,primary,G1,single_entity_lookup,single_collection,ldbc_snb_phys_sf3_sf3_ldbc_snb_is4_g1_c923c633,completed,,ready,query_specific,"[{""collection"": ""posts"", ""documents"": 2597141, ""relationships_available"": [""person_has_interest_tag"", ""person_study_at_organisation"", ""forum_has_member_person"", ""person_work_at_organisation"", ""post_has_tag"", ""person_knows_person"", ""forum_has_moderator_person"", ""comment_has_tag"", ""comment_reply_of_comment"", ""forum_has_tag"", ""person_likes_comment"", ""comment_reply_of_post"", ""person_likes_post"", ""forum_container_of_post""], ""role"": ""root_centered_reference_lookup""}]",[],"{""comments"": 6413095, ""forums"": 221792, ""persons"": 24328, ""places"": 1460, ""posts"": 2597141}",[],,256.3837863178924,True,build_ldbc_snb_physical_materializations.py
sf3,ldbc_snb_is4_g0_103e0c60,IS4,IS4_ContentOfMessage,control,G0,root_with_references,reference,ldbc_snb_phys_sf3_sf3_ldbc_snb_is4_g0_103e0c60,completed,,ready,query_specific,"[{""collection"": ""posts"", ""documents"": 2597141, ""relationships_available"": [""forum_has_member_person"", ""person_knows_person"", ""forum_has_moderator_person"", ""comment_reply_of_comment"", ""person_study_at_organisation"", ""person_likes_post"", ""forum_has_tag"", ""post_has_tag"", ""person_has_interest_tag"", ""person_work_at_organisation"", ""comment_has_tag"", ""forum_container_of_post"", ""person_likes_comment"", ""comment_reply_of_post""], ""role"": ""normalized_reference_baseline""}]",[],"{""comments"": 6413095, ""forums"": 221792, ""persons"": 24328, ""places"": 1460, ""posts"": 2597141}",[],,256.2207965757698,True,build_ldbc_snb_physical_materializations.py
sf3,ldbc_snb_is5_g0_0e8582ef,IS5,IS5_CreatorOfMessage,primary,G0,root_with_references,reference,ldbc_snb_phys_sf3_sf3_ldbc_snb_is5_g0_0e8582ef,completed,,ready,query_specific,"[{""collection"": ""posts"", ""documents"": 2597141, ""relationships_available"": [""person_study_at_organisation"", ""person_knows_person"", ""forum_has_tag"", ""comment_has_tag"", ""person_work_at_organisation"", ""person_has_interest_tag"", ""person_likes_post"", ""post_has_creator_person"", ""forum_container_of_post"", ""comment_has_creator_person"", ""post_has_tag"", ""forum_has_moderator_person"", ""forum_has_member_person"", ""comment_reply_of_comment"", ""person_likes_comment"", ""comment_reply_of_post""], ""role"": ""normalized_reference_baseline""}]",[],"{""comment_has_creator_person"": 6413095, ""comments"": 6413095, ""forums"": 221792, ""persons"": 24328, ""places"": 1460, ""post_has_creator_person"": 2597141, ""posts"": 2597141}",[],,358.348537449725,True,build_ldbc_snb_physical_materializations.py
sf3,ldbc_snb_is5_g3_f332352f,IS5,IS5_CreatorOfMessage,primary,G3,root_with_references_or_summaries,reference_summary,ldbc_snb_phys_sf3_sf3_ldbc_snb_is5_g3_f332352f,completed,,ready_generic,generic_template,"[{""collection"": ""phys_ldbc_snb_is5_g3_f332352f_root_summary"", ""documents"": 2597141, ""role"": ""generic_root_summary"", ""root_collection"": ""posts"", ""root_inference"": ""artifact"", ""root_pk"": ""post_id""}]","[{""collection"": ""phys_ldbc_snb_is5_g3_f332352f_root_summary"", ""index"": ""root_id_1""}]","{""comment_has_creator_person"": 6413095, ""comments"": 6413095, ""forums"": 221792, ""persons"": 24328, ""places"": 1460, ""post_has_creator_person"": 2597141, ""posts"": 2597141}","[""No ID fields found in comment_reply_of_comment; skipped for root summary."", ""No ID fields found in person_likes_comment; skipped for root summary."", ""No ID fields found in person_work_at_organisation; skipped for root summary."", ""No ID fields found in person_study_at_organisation; skipped for root summary."", ""No ID fields found in forum_has_moderator_person; skipped for root summary."", ""No ID fields found in post_has_tag; skipped for root summary."", ""No ID fields found in comment_reply_of_post; skipped for root summary."", ""No ID fields found in forum_has_tag; skipped for root summary."", ""No ID fields found in forum_container_of_post; skipped for root summary."", ""No ID fields found in person_likes_post; skipped for root summary."", ""Relationship comment_has_creator_person does not expose root field post_id; skipped for root summary."", ""No ID fields found in forum_has_member_person; skipped for root summary."", ""No ID fields found in comment_has_tag; skipped for root summary."", ""No ID fields found in person_has_interest_tag; skipped for root summary."", ""No ID fields found in person_knows_person; skipped for root summary.""]",,431.3956964202225,True,build_ldbc_snb_physical_materializations.py
sf3,ldbc_snb_is6_g7_0aecbe5c,IS6,IS6_ForumOfMessage,primary,G7,containment_baseline,containment_reference,ldbc_snb_phys_sf3_sf3_ldbc_snb_is6_g7_0aecbe5c,completed,,ready,query_specific,"[{""collection"": ""posts"", ""documents"": 2597141, ""relationships_available"": [""comment_has_tag"", ""forum_container_of_post"", ""comment_reply_of_comment"", ""person_likes_comment"", ""post_has_tag"", ""person_study_at_organisation"", ""person_likes_post"", ""person_has_interest_tag"", ""comment_reply_of_post"", ""person_knows_person"", ""forum_has_member_person"", ""person_work_at_organisation"", ""forum_has_moderator_person"", ""forum_has_tag""], ""role"": ""containment_reference_baseline""}]",[],"{""comment_reply_of_comment"": 3251228, ""comment_reply_of_post"": 3161867, ""comments"": 6413095, ""forum_container_of_post"": 2597141, ""forum_has_moderator_person"": 221792, ""forums"": 221792, ""persons"": 24328, ""places"": 1460, ""posts"": 2597141}",[],,383.61295242607594,True,build_ldbc_snb_physical_materializations.py
sf3,ldbc_snb_is6_g9_c7584187,IS6,IS6_ForumOfMessage,primary,G9,hybrid_containment,hybrid_embed_reference_summary,ldbc_snb_phys_sf3_sf3_ldbc_snb_is6_g9_c7584187,completed,,ready_generic,generic_template,"[{""collection"": ""phys_ldbc_snb_is6_g9_c7584187_root_summary"", ""documents"": 2597141, ""role"": ""generic_root_summary"", ""root_collection"": ""posts"", ""root_inference"": ""artifact"", ""root_pk"": ""post_id""}]","[{""collection"": ""phys_ldbc_snb_is6_g9_c7584187_root_summary"", ""index"": ""root_id_1""}]","{""comment_reply_of_comment"": 3251228, ""comment_reply_of_post"": 3161867, ""comments"": 6413095, ""forum_container_of_post"": 2597141, ""forum_has_moderator_person"": 221792, ""forums"": 221792, ""persons"": 24328, ""places"": 1460, ""posts"": 2597141}","[""No ID fields found in forum_has_member_person; skipped for root summary."", ""No ID fields found in person_knows_person; skipped for root summary."", ""Relationship forum_has_moderator_person does not expose root field post_id; skipped for root summary."", ""No ID fields found in person_likes_comment; skipped for root summary."", ""No ID fields found in post_has_tag; skipped for root summary."", ""No ID fields found in person_study_at_organisation; skipped for root summary."", ""No ID fields found in person_likes_post; skipped for root summary."", ""No ID fields found in person_work_at_organisation; skipped for root summary."", ""No ID fields found in comment_has_tag; skipped for root summary."", ""No ID fields found in person_has_interest_tag; skipped for root summary."", ""Relationship comment_reply_of_comment does not expose root field post_id; skipped for root summary."", ""No ID fields found in forum_has_tag; skipped for root summary.""]",,485.89404158107936,True,build_ldbc_snb_physical_materializations.py
sf3,ldbc_snb_is6_g0_768bbe02,IS6,IS6_ForumOfMessage,secondary_affected,G0,root_with_references,reference,ldbc_snb_phys_sf3_sf3_ldbc_snb_is6_g0_768bbe02,completed,,ready,query_specific,"[{""collection"": ""posts"", ""documents"": 2597141, ""relationships_available"": [""forum_has_tag"", ""person_knows_person"", ""person_work_at_organisation"", ""comment_has_tag"", ""forum_has_moderator_person"", ""post_has_tag"", ""person_likes_post"", ""person_has_interest_tag"", ""person_study_at_organisation"", ""forum_has_member_person"", ""comment_reply_of_comment"", ""person_likes_comment"", ""comment_reply_of_post"", ""forum_container_of_post""], ""role"": ""normalized_reference_baseline""}]",[],"{""comment_reply_of_comment"": 3251228, ""comment_reply_of_post"": 3161867, ""comments"": 6413095, ""forum_container_of_post"": 2597141, ""forum_has_moderator_person"": 221792, ""forums"": 221792, ""persons"": 24328, ""places"": 1460, ""posts"": 2597141}",[],,389.2649582051672,True,build_ldbc_snb_physical_materializations.py
sf3,ldbc_snb_is6_g3_f811f02c,IS6,IS6_ForumOfMessage,secondary_affected,G3,root_with_references_or_summaries,reference_summary,ldbc_snb_phys_sf3_sf3_ldbc_snb_is6_g3_f811f02c,completed,,ready_generic,generic_template,"[{""collection"": ""phys_ldbc_snb_is6_g3_f811f02c_root_summary"", ""documents"": 2597141, ""role"": ""generic_root_summary"", ""root_collection"": ""posts"", ""root_inference"": ""artifact"", ""root_pk"": ""post_id""}]","[{""collection"": ""phys_ldbc_snb_is6_g3_f811f02c_root_summary"", ""index"": ""root_id_1""}]","{""comment_reply_of_comment"": 3251228, ""comment_reply_of_post"": 3161867, ""comments"": 6413095, ""forum_container_of_post"": 2597141, ""forum_has_moderator_person"": 221792, ""forums"": 221792, ""persons"": 24328, ""places"": 1460, ""posts"": 2597141}","[""No ID fields found in person_study_at_organisation; skipped for root summary."", ""No ID fields found in forum_has_member_person; skipped for root summary."", ""No ID fields found in post_has_tag; skipped for root summary."", ""No ID fields found in comment_has_tag; skipped for root summary."", ""No ID fields found in person_work_at_organisation; skipped for root summary."", ""No ID fields found in person_has_interest_tag; skipped for root summary."", ""No ID fields found in person_likes_comment; skipped for root summary."", ""No ID fields found in person_knows_person; skipped for root summary."", ""Relationship comment_reply_of_comment does not expose root field post_id; skipped for root summary."", ""No ID fields found in person_likes_post; skipped for root summary."", ""No ID fields found in forum_has_tag; skipped for root summary."", ""Relationship forum_has_moderator_person does not expose root field post_id; skipped for root summary.""]",,485.39426148030907,True,build_ldbc_snb_physical_materializations.py
sf3,ldbc_snb_is7_g0_7dff7761,IS7,IS7_RepliesOfMessage,primary,G0,root_with_references,reference,ldbc_snb_phys_sf3_sf3_ldbc_snb_is7_g0_7dff7761,completed,,ready,query_specific,"[{""collection"": ""posts"", ""documents"": 2597141, ""relationships_available"": [""person_has_interest_tag"", ""person_likes_comment"", ""comment_reply_of_comment"", ""forum_has_tag"", ""forum_container_of_post"", ""comment_reply_of_post"", ""comment_has_tag"", ""forum_has_moderator_person"", ""person_study_at_organisation"", ""forum_has_member_person"", ""person_likes_post"", ""post_has_creator_person"", ""comment_has_creator_person"", ""person_work_at_organisation"", ""person_knows_person"", ""post_has_tag""], ""role"": ""normalized_reference_baseline""}]",[],"{""comment_has_creator_person"": 6413095, ""comment_reply_of_comment"": 3251228, ""comment_reply_of_post"": 3161867, ""comments"": 6413095, ""forums"": 221792, ""person_knows_person"": 565247, ""persons"": 24328, ""places"": 1460, ""post_has_creator_person"": 2597141, ""posts"": 2597141}",[],,451.63568525295705,True,build_ldbc_snb_physical_materializations.py
sf3,ldbc_snb_is7_g3_6298fb5e,IS7,IS7_RepliesOfMessage,primary,G3,root_with_references_or_summaries,reference_summary,ldbc_snb_phys_sf3_sf3_ldbc_snb_is7_g3_6298fb5e,completed,,ready_generic,generic_template,"[{""collection"": ""phys_ldbc_snb_is7_g3_6298fb5e_root_summary"", ""documents"": 2597141, ""role"": ""generic_root_summary"", ""root_collection"": ""posts"", ""root_inference"": ""artifact"", ""root_pk"": ""post_id""}]","[{""collection"": ""phys_ldbc_snb_is7_g3_6298fb5e_root_summary"", ""index"": ""root_id_1""}]","{""comment_has_creator_person"": 6413095, ""comment_reply_of_comment"": 3251228, ""comment_reply_of_post"": 3161867, ""comments"": 6413095, ""forums"": 221792, ""person_knows_person"": 565247, ""persons"": 24328, ""places"": 1460, ""post_has_creator_person"": 2597141, ""posts"": 2597141}","[""No ID fields found in forum_container_of_post; skipped for root summary."", ""Relationship comment_has_creator_person does not expose root field post_id; skipped for root summary."", ""No ID fields found in forum_has_tag; skipped for root summary."", ""No ID fields found in forum_has_moderator_person; skipped for root summary."", ""No ID fields found in comment_has_tag; skipped for root summary."", ""Relationship comment_reply_of_comment does not expose root field post_id; skipped for root summary."", ""No ID fields found in post_has_tag; skipped for root summary."", ""No ID fields found in person_has_interest_tag; skipped for root summary."", ""No ID fields found in person_work_at_organisation; skipped for root summary."", ""No ID fields found in person_likes_post; skipped for root summary."", ""No ID fields found in person_study_at_organisation; skipped for root summary."", ""No ID fields found in person_likes_comment; skipped for root summary."", ""Relationship person_knows_person does not expose root field post_id; skipped for root summary."", ""No ID fields found in forum_has_member_person; skipped for root summary.""]",,544.6519532469101,True,build_ldbc_snb_physical_materializations.py
sf3,ldbc_snb_is7_g7_4e6a7bf8,IS7,IS7_RepliesOfMessage,secondary_affected,G7,containment_baseline,containment_reference,ldbc_snb_phys_sf3_sf3_ldbc_snb_is7_g7_4e6a7bf8,completed,,ready,query_specific,"[{""collection"": ""posts"", ""documents"": 2597141, ""relationships_available"": [""person_likes_post"", ""person_work_at_organisation"", ""person_study_at_organisation"", ""comment_reply_of_post"", ""forum_has_member_person"", ""forum_container_of_post"", ""person_likes_comment"", ""person_has_interest_tag"", ""comment_has_tag"", ""forum_has_tag"", ""post_has_creator_person"", ""person_knows_person"", ""comment_reply_of_comment"", ""post_has_tag"", ""comment_has_creator_person"", ""forum_has_moderator_person""], ""role"": ""containment_reference_baseline""}]",[],"{""comment_has_creator_person"": 6413095, ""comment_reply_of_comment"": 3251228, ""comment_reply_of_post"": 3161867, ""comments"": 6413095, ""forums"": 221792, ""person_knows_person"": 565247, ""persons"": 24328, ""places"": 1460, ""post_has_creator_person"": 2597141, ""posts"": 2597141}",[],,459.0058896341361,True,build_ldbc_snb_physical_materializations.py
sf3,ldbc_snb_is7_g9_392f7469,IS7,IS7_RepliesOfMessage,secondary_affected,G9,hybrid_containment,hybrid_embed_reference_summary,ldbc_snb_phys_sf3_sf3_ldbc_snb_is7_g9_392f7469,completed,,ready_generic,generic_template,"[{""collection"": ""phys_ldbc_snb_is7_g9_392f7469_root_summary"", ""documents"": 2597141, ""role"": ""generic_root_summary"", ""root_collection"": ""posts"", ""root_inference"": ""artifact"", ""root_pk"": ""post_id""}]","[{""collection"": ""phys_ldbc_snb_is7_g9_392f7469_root_summary"", ""index"": ""root_id_1""}]","{""comment_has_creator_person"": 6413095, ""comment_reply_of_comment"": 3251228, ""comment_reply_of_post"": 3161867, ""comments"": 6413095, ""forums"": 221792, ""person_knows_person"": 565247, ""persons"": 24328, ""places"": 1460, ""post_has_creator_person"": 2597141, ""posts"": 2597141}","[""Relationship person_knows_person does not expose root field post_id; skipped for root summary."", ""No ID fields found in forum_has_moderator_person; skipped for root summary."", ""No ID fields found in person_work_at_organisation; skipped for root summary."", ""No ID fields found in person_study_at_organisation; skipped for root summary."", ""Relationship comment_reply_of_comment does not expose root field post_id; skipped for root summary."", ""No ID fields found in forum_container_of_post; skipped for root summary."", ""No ID fields found in forum_has_tag; skipped for root summary."", ""No ID fields found in forum_has_member_person; skipped for root summary."", ""No ID fields found in comment_has_tag; skipped for root summary."", ""No ID fields found in person_likes_comment; skipped for root summary."", ""No ID fields found in post_has_tag; skipped for root summary."", ""Relationship comment_has_creator_person does not expose root field post_id; skipped for root summary."", ""No ID fields found in person_has_interest_tag; skipped for root summary."", ""No ID fields found in person_likes_post; skipped for root summary.""]",,556.2880774359219,True,build_ldbc_snb_physical_materializations.py
sf3,ldbc_snb_ic1_g0_6aac8974,IC1,IC1_TransitiveFriendsWithName,primary,G0,root_with_references,reference,ldbc_snb_phys_sf3_sf3_ldbc_snb_ic1_g0_6aac8974,completed,,ready,query_specific,"[{""collection"": ""persons"", ""documents"": 24328, ""relationships_available"": [""person_likes_post"", ""forum_has_moderator_person"", ""comment_reply_of_post"", ""person_has_interest_tag"", ""forum_has_member_person"", ""person_work_at_organisation"", ""person_study_at_organisation"", ""forum_container_of_post"", ""person_is_located_in_place"", ""organisation_is_located_in_place"", ""forum_has_tag"", ""post_has_tag"", ""person_likes_comment"", ""comment_reply_of_comment"", ""person_knows_person"", ""comment_has_tag""], ""role"": ""normalized_reference_baseline""}]",[],"{""comments"": 6413095, ""forums"": 221792, ""organisation_is_located_in_place"": 7955, ""organisations"": 7955, ""person_is_located_in_place"": 24328, ""person_knows_person"": 565247, ""person_study_at_organisation"": 19497, ""person_work_at_organisation"": 53023, ""persons"": 24328, ""places"": 1460, ""posts"": 2597141}",[],,265.95816475106403,True,build_ldbc_snb_physical_materializations.py
sf3,ldbc_snb_ic1_g3_89a97e97,IC1,IC1_TransitiveFriendsWithName,primary,G3,root_with_references_or_summaries,reference_summary,ldbc_snb_phys_sf3_sf3_ldbc_snb_ic1_g3_89a97e97,completed,,ready_generic,generic_template,"[{""collection"": ""phys_ldbc_snb_ic1_g3_89a97e97_root_summary"", ""documents"": 24328, ""role"": ""generic_root_summary"", ""root_collection"": ""persons"", ""root_inference"": ""artifact"", ""root_pk"": ""person_id""}]","[{""collection"": ""phys_ldbc_snb_ic1_g3_89a97e97_root_summary"", ""index"": ""root_id_1""}]","{""comments"": 6413095, ""forums"": 221792, ""organisation_is_located_in_place"": 7955, ""organisations"": 7955, ""person_is_located_in_place"": 24328, ""person_knows_person"": 565247, ""person_study_at_organisation"": 19497, ""person_work_at_organisation"": 53023, ""persons"": 24328, ""places"": 1460, ""posts"": 2597141}","[""No ID fields found in comment_has_tag; skipped for root summary."", ""No ID fields found in comment_reply_of_post; skipped for root summary."", ""No ID fields found in forum_has_tag; skipped for root summary."", ""No ID fields found in forum_container_of_post; skipped for root summary."", ""No ID fields found in person_likes_post; skipped for root summary."", ""No ID fields found in person_likes_comment; skipped for root summary."", ""No ID fields found in forum_has_member_person; skipped for root summary."", ""No ID fields found in person_has_interest_tag; skipped for root summary."", ""No ID fields found in post_has_tag; skipped for root summary."", ""No ID fields found in forum_has_moderator_person; skipped for root summary."", ""No ID fields found in comment_reply_of_comment; skipped for root summary."", ""Relationship organisation_is_located_in_place does not expose root field person_id; skipped for root summary.""]",,267.2412788053043,True,build_ldbc_snb_physical_materializations.py
sf3,ldbc_snb_ic2_g0_bcc20fff,IC2,IC2_RecentMessagesByFriends,primary,G0,root_with_references,reference,ldbc_snb_phys_sf3_sf3_ldbc_snb_ic2_g0_bcc20fff,completed,,ready,query_specific,"[{""collection"": ""persons"", ""documents"": 24328, ""relationships_available"": [""comment_reply_of_comment"", ""person_knows_person"", ""comment_has_tag"", ""comment_reply_of_post"", ""forum_has_moderator_person"", ""person_has_interest_tag"", ""person_work_at_organisation"", ""forum_has_member_person"", ""person_likes_post"", ""forum_has_tag"", ""comment_has_creator_person"", ""person_study_at_organisation"", ""post_has_creator_person"", ""forum_container_of_post"", ""person_likes_comment"", ""post_has_tag""], ""role"": ""normalized_reference_baseline""}]",[],"{""comment_has_creator_person"": 6413095, ""comments"": 6413095, ""forums"": 221792, ""person_knows_person"": 565247, ""persons"": 24328, ""places"": 1460, ""post_has_creator_person"": 2597141, ""posts"": 2597141}",[],,368.3664652509615,True,build_ldbc_snb_physical_materializations.py
sf3,ldbc_snb_ic2_g3_8f05f032,IC2,IC2_RecentMessagesByFriends,primary,G3,root_with_references_or_summaries,reference_summary,ldbc_snb_phys_sf3_sf3_ldbc_snb_ic2_g3_8f05f032,completed,,ready_generic,generic_template,"[{""collection"": ""phys_ldbc_snb_ic2_g3_8f05f032_root_summary"", ""documents"": 23681, ""role"": ""generic_root_summary"", ""root_collection"": ""persons"", ""root_inference"": ""artifact"", ""root_pk"": ""person_id""}]","[{""collection"": ""phys_ldbc_snb_ic2_g3_8f05f032_root_summary"", ""index"": ""root_id_1""}]","{""comment_has_creator_person"": 6413095, ""comments"": 6413095, ""forums"": 221792, ""person_knows_person"": 565247, ""persons"": 24328, ""places"": 1460, ""post_has_creator_person"": 2597141, ""posts"": 2597141}","[""No ID fields found in person_work_at_organisation; skipped for root summary."", ""No ID fields found in person_likes_comment; skipped for root summary."", ""No ID fields found in post_has_tag; skipped for root summary."", ""No ID fields found in comment_reply_of_post; skipped for root summary."", ""No ID fields found in comment_has_tag; skipped for root summary."", ""No ID fields found in person_has_interest_tag; skipped for root summary."", ""No ID fields found in forum_has_moderator_person; skipped for root summary."", ""No ID fields found in forum_container_of_post; skipped for root summary."", ""No ID fields found in comment_reply_of_comment; skipped for root summary."", ""No ID fields found in person_study_at_organisation; skipped for root summary."", ""No ID fields found in forum_has_tag; skipped for root summary."", ""No ID fields found in forum_has_member_person; skipped for root summary."", ""No ID fields found in person_likes_post; skipped for root summary.""]",,456.9155808649957,True,build_ldbc_snb_physical_materializations.py
sf3,ldbc_snb_ic3_g0_f7817cbe,IC3,IC3_FriendsAndFriendsOfFriendsInCountries,primary,G0,root_with_references,reference,ldbc_snb_phys_sf3_sf3_ldbc_snb_ic3_g0_f7817cbe,completed,,ready,query_specific,"[{""collection"": ""persons"", ""documents"": 24328, ""relationships_available"": [""post_has_tag"", ""forum_container_of_post"", ""comment_has_creator_person"", ""person_is_located_in_place"", ""post_is_located_in_place"", ""post_has_creator_person"", ""person_has_interest_tag"", ""forum_has_moderator_person"", ""person_knows_person"", ""forum_has_member_person"", ""comment_has_tag"", ""forum_has_tag"", ""person_study_at_organisation"", ""person_likes_post"", ""comment_is_located_in_place"", ""place_is_part_of_place"", ""comment_reply_of_comment"", ""person_likes_comment"", ""comment_reply_of_post"", ""person_work_at_organisation""], ""role"": ""normalized_reference_baseline""}]",[],"{""comment_has_creator_person"": 6413095, ""comment_is_located_in_place"": 6413095, ""comments"": 6413095, ""forums"": 221792, ""person_is_located_in_place"": 24328, ""person_knows_person"": 565247, ""persons"": 24328, ""place_is_part_of_place"": 1454, ""places"": 1460, ""post_has_creator_person"": 2597141, ""post_is_located_in_place"": 2597141, ""posts"": 2597141}",[],,466.27877720305696,True,build_ldbc_snb_physical_materializations.py
sf3,ldbc_snb_ic3_g3_f4732bc1,IC3,IC3_FriendsAndFriendsOfFriendsInCountries,primary,G3,root_with_references_or_summaries,reference_summary,ldbc_snb_phys_sf3_sf3_ldbc_snb_ic3_g3_f4732bc1,completed,,ready_generic,generic_template,"[{""collection"": ""phys_ldbc_snb_ic3_g3_f4732bc1_root_summary"", ""documents"": 24328, ""role"": ""generic_root_summary"", ""root_collection"": ""persons"", ""root_inference"": ""artifact"", ""root_pk"": ""person_id""}]","[{""collection"": ""phys_ldbc_snb_ic3_g3_f4732bc1_root_summary"", ""index"": ""root_id_1""}]","{""comment_has_creator_person"": 6413095, ""comment_is_located_in_place"": 6413095, ""comments"": 6413095, ""forums"": 221792, ""person_is_located_in_place"": 24328, ""person_knows_person"": 565247, ""persons"": 24328, ""place_is_part_of_place"": 1454, ""places"": 1460, ""post_has_creator_person"": 2597141, ""post_is_located_in_place"": 2597141, ""posts"": 2597141}","[""No ID fields found in forum_has_member_person; skipped for root summary."", ""No ID fields found in person_work_at_organisation; skipped for root summary."", ""No ID fields found in comment_has_tag; skipped for root summary."", ""No ID fields found in forum_has_moderator_person; skipped for root summary."", ""Relationship post_is_located_in_place does not expose root field person_id; skipped for root summary."", ""No ID fields found in forum_container_of_post; skipped for root summary."", ""No ID fields found in person_has_interest_tag; skipped for root summary."", ""No ID fields found in comment_reply_of_comment; skipped for root summary."", ""Relationship place_is_part_of_place does not expose root field person_id; skipped for root summary."", ""Relationship comment_is_located_in_place does not expose root field person_id; skipped for root summary."", ""No ID fields found in comment_reply_of_post; skipped for root summary."", ""No ID fields found in person_study_at_organisation; skipped for root summary."", ""No ID fields found in person_likes_post; skipped for root summary."", ""No ID fields found in person_likes_comment; skipped for root summary."", ""No ID fields found in forum_has_tag; skipped for root summary."", ""No ID fields found in post_has_tag; skipped for root summary.""]",,570.5610569068231,True,build_ldbc_snb_physical_materializations.py
sf3,ldbc_snb_ic3_g7_a1750f34,IC3,IC3_FriendsAndFriendsOfFriendsInCountries,secondary_affected,G7,containment_baseline,containment_reference,ldbc_snb_phys_sf3_sf3_ldbc_snb_ic3_g7_a1750f34,completed,,ready,query_specific,"[{""collection"": ""persons"", ""documents"": 24328, ""relationships_available"": [""person_knows_person"", ""person_likes_post"", ""person_has_interest_tag"", ""place_is_part_of_place"", ""person_study_at_organisation"", ""person_work_at_organisation"", ""comment_reply_of_comment"", ""person_likes_comment"", ""person_is_located_in_place"", ""post_has_creator_person"", ""forum_has_member_person"", ""forum_container_of_post"", ""forum_has_tag"", ""comment_reply_of_post"", ""comment_is_located_in_place"", ""forum_has_moderator_person"", ""comment_has_tag"", ""post_is_located_in_place"", ""post_has_tag"", ""comment_has_creator_person""], ""role"": ""containment_reference_baseline""}]",[],"{""comment_has_creator_person"": 6413095, ""comment_is_located_in_place"": 6413095, ""comments"": 6413095, ""forums"": 221792, ""person_is_located_in_place"": 24328, ""person_knows_person"": 565247, ""persons"": 24328, ""place_is_part_of_place"": 1454, ""places"": 1460, ""post_has_creator_person"": 2597141, ""post_is_located_in_place"": 2597141, ""posts"": 2597141}",[],,463.8735418180004,True,build_ldbc_snb_physical_materializations.py
sf3,ldbc_snb_ic3_g9_75aa81cd,IC3,IC3_FriendsAndFriendsOfFriendsInCountries,secondary_affected,G9,hybrid_containment,hybrid_embed_reference_summary,ldbc_snb_phys_sf3_sf3_ldbc_snb_ic3_g9_75aa81cd,completed,,ready_generic,generic_template,"[{""collection"": ""phys_ldbc_snb_ic3_g9_75aa81cd_root_summary"", ""documents"": 24328, ""role"": ""generic_root_summary"", ""root_collection"": ""persons"", ""root_inference"": ""artifact"", ""root_pk"": ""person_id""}]","[{""collection"": ""phys_ldbc_snb_ic3_g9_75aa81cd_root_summary"", ""index"": ""root_id_1""}]","{""comment_has_creator_person"": 6413095, ""comment_is_located_in_place"": 6413095, ""comments"": 6413095, ""forums"": 221792, ""person_is_located_in_place"": 24328, ""person_knows_person"": 565247, ""persons"": 24328, ""place_is_part_of_place"": 1454, ""places"": 1460, ""post_has_creator_person"": 2597141, ""post_is_located_in_place"": 2597141, ""posts"": 2597141}","[""Relationship place_is_part_of_place does not expose root field person_id; skipped for root summary."", ""No ID fields found in forum_has_member_person; skipped for root summary."", ""No ID fields found in forum_has_moderator_person; skipped for root summary."", ""No ID fields found in person_work_at_organisation; skipped for root summary."", ""No ID fields found in forum_container_of_post; skipped for root summary."", ""No ID fields found in comment_reply_of_comment; skipped for root summary."", ""No ID fields found in person_likes_post; skipped for root summary."", ""Relationship comment_is_located_in_place does not expose root field person_id; skipped for root summary."", ""No ID fields found in person_study_at_organisation; skipped for root summary."", ""Relationship post_is_located_in_place does not expose root field person_id; skipped for root summary."", ""No ID fields found in forum_has_tag; skipped for root summary."", ""No ID fields found in person_likes_comment; skipped for root summary."", ""No ID fields found in person_has_interest_tag; skipped for root summary."", ""No ID fields found in post_has_tag; skipped for root summary."", ""No ID fields found in comment_reply_of_post; skipped for root summary."", ""No ID fields found in comment_has_tag; skipped for root summary.""]",,567.7899829568341,True,build_ldbc_snb_physical_materializations.py
sf3,ldbc_snb_ic4_g0_54d8940c,IC4,IC4_NewTopics,primary,G0,root_with_references,reference,ldbc_snb_phys_sf3_sf3_ldbc_snb_ic4_g0_54d8940c,completed,,ready,query_specific,"[{""collection"": ""persons"", ""documents"": 24328, ""relationships_available"": [""comment_has_tag"", ""post_has_tag"", ""forum_has_moderator_person"", ""forum_has_tag"", ""person_study_at_organisation"", ""post_has_creator_person"", ""forum_has_member_person"", ""person_has_interest_tag"", ""forum_container_of_post"", ""person_knows_person"", ""comment_reply_of_post"", ""person_likes_comment"", ""person_likes_post"", ""comment_reply_of_comment"", ""person_work_at_organisation""], ""role"": ""normalized_reference_baseline""}]",[],"{""comments"": 6413095, ""forums"": 221792, ""person_knows_person"": 565247, ""persons"": 24328, ""places"": 1460, ""post_has_creator_person"": 2597141, ""post_has_tag"": 2229757, ""posts"": 2597141, ""tags"": 16080}",[],,328.3378768521361,True,build_ldbc_snb_physical_materializations.py
