dataset,scale_label,query_name,run_phase,schema_lens_top1,schema_lens_top3,schema_lens_near_best,schema_lens_regret,global_best_g_class,global_best_p95,schema_lens_best_g_class,schema_lens_best_p95,schema_lens_selected_g_classes,random_k_top1_probability,random_k_top3_probability,random_k_near_best_probability,random_k_expected_regret,random_k_expected_best_p95,random_k_selected_g_classes,random_k_size,random_repetitions,top1_gap_random_minus_schema,near_best_gap_random_minus_schema,regret_gap_random_minus_schema,top1_comparison,regret_comparison
fiben,sf1,Q5_ReportsAndMetricDataOfCompany,cold,1.0,1.0,1.0,0.0,G4,46.46925510605796,G4,46.46925510605796,G2|G4|G9,0.747,1.0,1.0,0.000877942051702,46.510052419226845,random_sample_k=3,3.0,1000.0,-0.253,0.0,0.000877942051702,schema_lens_higher_top1,schema_lens_lower_regret
fiben,sf1,Q5_ReportsAndMetricDataOfCompany,hot,1.0,1.0,1.0,0.0,G2,37.62679109349847,G2,37.62679109349847,G2|G4|G9,0.758,1.0,0.758,0.0267426027269762,38.63302941960283,random_sample_k=3,3.0,1000.0,-0.242,-0.242,0.0267426027269762,schema_lens_higher_top1,schema_lens_lower_regret
fiben,sf1,Q6_TechUSListedSecuritiesWithHighLastTradedValue,cold,1.0,1.0,1.0,0.0,G9,0.4671355301979928,G9,0.4671355301979928,G1|G3|G5|G7|G9,0.839,1.0,1.0,0.0067076986380355,0.47026893455768,random_sample_k=5,5.0,1000.0,-0.16100000000000003,0.0,0.0067076986380355,schema_lens_higher_top1,schema_lens_lower_regret
fiben,sf1,Q6_TechUSListedSecuritiesWithHighLastTradedValue,hot,1.0,1.0,1.0,0.0,G9,0.3859236370772123,G9,0.3859236370772123,G1|G3|G5|G7|G9,0.833,1.0,1.0,0.007188003377195,0.3886976574838626,random_sample_k=5,5.0,1000.0,-0.16700000000000004,0.0,0.007188003377195,schema_lens_higher_top1,schema_lens_lower_regret
fiben,sf1,Q7_PersonsWhoBoughtMoreIBMThanSold,cold,1.0,1.0,1.0,0.0,G2,1.2768174929078666,G2,1.2768174929078666,G2|G3|G4|G5|G6|G7|G9,0.874,1.0,1.0,0.0047445316217743,1.2828753938782027,random_sample_k=7,7.0,1000.0,-0.126,0.0,0.0047445316217743,schema_lens_higher_top1,schema_lens_lower_regret
fiben,sf1,Q7_PersonsWhoBoughtMoreIBMThanSold,hot,1.0,1.0,1.0,0.0,G4,1.186998502817005,G4,1.186998502817005,G2|G3|G4|G5|G6|G7|G9,0.88,1.0,0.88,0.014988192852865,1.2047894652932882,random_sample_k=7,7.0,1000.0,-0.12,-0.12,0.014988192852865,schema_lens_higher_top1,schema_lens_lower_regret
fiben,sf1,Q8_IBMTransactionsBelowAverageSellingPrice,cold,1.0,1.0,1.0,0.0,G9,0.977537763537839,G9,0.977537763537839,G3|G5|G6|G7|G9,0.845,1.0,0.845,0.0122557403621557,0.9895182125619612,random_sample_k=5,5.0,1000.0,-0.15500000000000003,-0.15500000000000003,0.0122557403621557,schema_lens_higher_top1,schema_lens_lower_regret
fiben,sf1,Q8_IBMTransactionsBelowAverageSellingPrice,hot,1.0,1.0,1.0,0.0,G7,0.8635510283056645,G7,0.8635510283056645,G3|G5|G6|G7|G9,0.833,1.0,0.833,0.0226752713626057,0.8831322822079528,random_sample_k=5,5.0,1000.0,-0.16700000000000004,-0.16700000000000004,0.0226752713626057,schema_lens_higher_top1,schema_lens_lower_regret
fiben,sf1,Q9_PersonsWhoBoughtAndSoldSameStock,cold,1.0,1.0,1.0,0.0,G7,0.921337935142219,G7,0.921337935142219,G2|G3|G4|G5|G7|G9,0.869,1.0,1.0,0.0024443982541023,0.923590051982319,random_sample_k=6,6.0,1000.0,-0.131,0.0,0.0024443982541023,schema_lens_higher_top1,schema_lens_lower_regret
fiben,sf1,Q9_PersonsWhoBoughtAndSoldSameStock,hot,1.0,1.0,1.0,0.0,G7,0.8514764602296054,G7,0.8514764602296054,G2|G3|G4|G5|G7|G9,0.86,1.0,1.0,0.0036640621134406,0.8545963228680193,random_sample_k=6,6.0,1000.0,-0.14,0.0,0.0036640621134406,schema_lens_higher_top1,schema_lens_lower_regret
fiben,sf10,Q10_CreateAccountHoldingAndBuyTransaction,cold,1.0,1.0,1.0,0.0,G2,0.5688130331691351,G2,0.5688130331691351,G2|G3|G4|G5|G7|G9,0.852,1.0,0.852,0.0077366185388277,0.5732137226266785,random_sample_k=6,6.0,1000.0,-0.14800000000000002,-0.14800000000000002,0.0077366185388277,schema_lens_higher_top1,schema_lens_lower_regret
fiben,sf10,Q10_CreateAccountHoldingAndBuyTransaction,hot,1.0,1.0,1.0,0.0,G3,0.4270611854735761,G3,0.4270611854735761,G2|G3|G4|G5|G7|G9,0.844,1.0,1.0,0.0011862633845321,0.4275677925208583,random_sample_k=6,6.0,1000.0,-0.15600000000000003,0.0,0.0011862633845321,schema_lens_higher_top1,schema_lens_lower_regret
fiben,sf10,Q1_CompanyProfileIBM,cold,1.0,1.0,1.0,0.0,G0,2.2088975587394053,G0,2.2088975587394053,G0,0.509,1.0,0.509,0.5825030561611841,3.4955871374520884,random_sample_k=1,1.0,1000.0,-0.491,-0.491,0.5825030561611841,schema_lens_higher_top1,schema_lens_lower_regret
fiben,sf10,Q1_CompanyProfileIBM,hot,0.0,1.0,0.0,0.1556969272211012,CONTROL,0.2957840100862086,G0,0.3418366715777665,G0,0.501,1.0,0.501,0.0776927666833295,0.318764288170496,random_sample_k=1,1.0,1000.0,0.501,0.501,-0.0780041605377717,random_k_higher_top1_probability,random_k_lower_expected_regret
fiben,sf10,Q2_CompanyWithIndustryCountryAndListedSecurities,cold,0.0,1.0,0.0,2.051029304576128,CONTROL,0.3040543640963732,G5,0.9276787750422943,G1|G3|G5|G7|G9,0.851,1.0,0.851,0.3056033663818431,0.3969744013273155,random_sample_k=5,5.0,1000.0,0.851,0.851,-1.745425938194285,random_k_higher_top1_probability,random_k_lower_expected_regret
fiben,sf10,Q2_CompanyWithIndustryCountryAndListedSecurities,hot,1.0,1.0,1.0,0.0,G1,0.1553680398501455,G1,0.1553680398501455,G1|G3|G5|G7|G9,0.835,1.0,0.835,0.0381494501391539,0.1612952451396267,random_sample_k=5,5.0,1000.0,-0.16500000000000004,-0.16500000000000004,0.0381494501391539,schema_lens_higher_top1,schema_lens_lower_regret
fiben,sf10,Q3_SecuritiesHeldInEachFinancialServiceAccount,cold,1.0,1.0,1.0,0.0,G7,0.9125856100581584,G7,0.9125856100581584,G2|G3|G4|G5|G7|G9,0.845,1.0,1.0,0.0026571680420436,0.915010503376834,random_sample_k=6,6.0,1000.0,-0.15500000000000003,0.0,0.0026571680420436,schema_lens_higher_top1,schema_lens_lower_regret
fiben,sf10,Q3_SecuritiesHeldInEachFinancialServiceAccount,hot,1.0,1.0,1.0,0.0,G4,0.8991432900074869,G4,0.8991432900074869,G2|G3|G4|G5|G7|G9,0.856,1.0,1.0,0.0061574005030476,0.904679675353691,random_sample_k=6,6.0,1000.0,-0.14400000000000002,0.0,0.0061574005030476,schema_lens_higher_top1,schema_lens_lower_regret
fiben,sf10,Q4_CompaniesReachedFromPersonThroughAccountHoldingListedSecurity,cold,1.0,1.0,1.0,0.0,G5,4.731770360376685,G5,4.731770360376685,G2|G3|G4|G5|G7|G9,0.862,1.0,1.0,0.0012879181290134,4.737864493206144,random_sample_k=6,6.0,1000.0,-0.138,0.0,0.0012879181290134,schema_lens_higher_top1,schema_lens_lower_regret
fiben,sf10,Q4_CompaniesReachedFromPersonThroughAccountHoldingListedSecurity,hot,1.0,1.0,1.0,0.0,G5,4.308413300896064,G5,4.308413300896064,G2|G3|G4|G5|G7|G9,0.853,1.0,1.0,0.0067955943753982,4.337691530090524,random_sample_k=6,6.0,1000.0,-0.14700000000000002,0.0,0.0067955943753982,schema_lens_higher_top1,schema_lens_lower_regret
fiben,sf10,Q5_ReportsAndMetricDataOfCompany,cold,1.0,1.0,1.0,0.0,G2,47.810849366942406,G2,47.810849366942406,G2|G4|G9,0.749,1.0,1.0,0.0046165203258222,48.03156912483973,random_sample_k=3,3.0,1000.0,-0.251,0.0,0.0046165203258222,schema_lens_higher_top1,schema_lens_lower_regret
fiben,sf10,Q5_ReportsAndMetricDataOfCompany,hot,1.0,1.0,1.0,0.0,G9,28.43278254731557,G9,28.43278254731557,G2|G4|G9,0.767,1.0,0.767,0.1576982328495787,32.91658211002358,random_sample_k=3,3.0,1000.0,-0.23299999999999998,-0.23299999999999998,0.1576982328495787,schema_lens_higher_top1,schema_lens_lower_regret
fiben,sf10,Q6_TechUSListedSecuritiesWithHighLastTradedValue,cold,0.0,1.0,1.0,0.0336576477920626,CONTROL,99.1306354815606,G1,102.46713949600232,G1|G3|G5|G7|G9,0.82,1.0,1.0,0.0060583766025712,99.73120620416012,random_sample_k=5,5.0,1000.0,0.82,0.0,-0.027599271189491403,random_k_higher_top1_probability,random_k_lower_expected_regret
fiben,sf10,Q6_TechUSListedSecuritiesWithHighLastTradedValue,hot,0.0,1.0,0.0,0.6715243979123972,CONTROL,91.47433224134149,G5,152.9015781241469,G1|G3|G5|G7|G9,0.84,1.0,0.84,0.1074439036659835,101.30269158259034,random_sample_k=5,5.0,1000.0,0.84,0.84,-0.5640804942464137,random_k_higher_top1_probability,random_k_lower_expected_regret
fiben,sf10,Q7_PersonsWhoBoughtMoreIBMThanSold,cold,1.0,1.0,1.0,0.0,G3,0.970184727339074,G3,0.970184727339074,G2|G3|G4|G5|G6|G7|G9,0.885,1.0,1.0,0.00246668361407,0.9725778661086224,random_sample_k=7,7.0,1000.0,-0.11499999999999999,0.0,0.00246668361407,schema_lens_higher_top1,schema_lens_lower_regret
fiben,sf10,Q7_PersonsWhoBoughtMoreIBMThanSold,hot,1.0,1.0,1.0,0.0,G6,0.8576980675570667,G6,0.8576980675570667,G2|G3|G4|G5|G6|G7|G9,0.874,1.0,1.0,0.0008051079471885,0.858388607087545,random_sample_k=7,7.0,1000.0,-0.126,0.0,0.0008051079471885,schema_lens_higher_top1,schema_lens_lower_regret
fiben,sf10,Q8_IBMTransactionsBelowAverageSellingPrice,cold,1.0,1.0,1.0,0.0,G6,0.97547541372478,G6,0.97547541372478,G3|G5|G6|G7|G9,0.835,1.0,0.835,0.0541822326706264,1.0283288495556917,random_sample_k=5,5.0,1000.0,-0.16500000000000004,-0.16500000000000004,0.0541822326706264,schema_lens_higher_top1,schema_lens_lower_regret
fiben,sf10,Q8_IBMTransactionsBelowAverageSellingPrice,hot,1.0,1.0,1.0,0.0,G5,0.9216521284542978,G5,0.9216521284542978,G3|G5|G6|G7|G9,0.839,1.0,1.0,0.0009878290597815,0.9225625632097944,random_sample_k=5,5.0,1000.0,-0.16100000000000003,0.0,0.0009878290597815,schema_lens_higher_top1,schema_lens_lower_regret
fiben,sf10,Q9_PersonsWhoBoughtAndSoldSameStock,cold,1.0,1.0,1.0,0.0,G3,1.1547262081876395,G3,1.1547262081876395,G2|G3|G4|G5|G7|G9,0.852,1.0,1.0,0.0026810924495726,1.1578221359057352,random_sample_k=6,6.0,1000.0,-0.14800000000000002,0.0,0.0026810924495726,schema_lens_higher_top1,schema_lens_lower_regret
fiben,sf10,Q9_PersonsWhoBoughtAndSoldSameStock,hot,1.0,1.0,1.0,0.0,G5,1.0568699159193784,G5,1.0568699159193784,G2|G3|G4|G5|G7|G9,0.854,1.0,1.0,0.0016383783499802,1.0586014687083662,random_sample_k=6,6.0,1000.0,-0.14600000000000002,0.0,0.0016383783499802,schema_lens_higher_top1,schema_lens_lower_regret
fiben,sf30,Q10_CreateAccountHoldingAndBuyTransaction,cold,1.0,1.0,1.0,0.0,G7,0.6923200096935033,G7,0.6923200096935033,G2|G3|G4|G5|G7|G9,0.846,1.0,1.0,0.0015885932323741,0.6934198245755396,random_sample_k=6,6.0,1000.0,-0.15400000000000003,0.0,0.0015885932323741,schema_lens_higher_top1,schema_lens_lower_regret
fiben,sf30,Q10_CreateAccountHoldingAndBuyTransaction,hot,1.0,1.0,1.0,0.0,G7,0.6190445506945252,G7,0.6190445506945252,G2|G3|G4|G5|G7|G9,0.843,1.0,1.0,0.000478735319232,0.6193409091851209,random_sample_k=6,6.0,1000.0,-0.15700000000000003,0.0,0.000478735319232,schema_lens_higher_top1,schema_lens_lower_regret
fiben,sf30,Q1_CompanyProfileIBM,cold,1.0,1.0,1.0,0.0,G0,0.607155327452346,G0,0.607155327452346,G0,0.497,1.0,0.497,1.6008380038399734,1.5791126498719654,random_sample_k=1,1.0,1000.0,-0.503,-0.503,1.6008380038399734,schema_lens_higher_top1,schema_lens_lower_regret
fiben,sf30,Q1_CompanyProfileIBM,hot,1.0,1.0,1.0,0.0,G0,0.2247715950943529,G0,0.2247715950943529,G0,0.497,1.0,0.497,0.0984082646833784,0.2468909777177031,random_sample_k=1,1.0,1000.0,-0.503,-0.503,0.0984082646833784,schema_lens_higher_top1,schema_lens_lower_regret
fiben,sf30,Q2_CompanyWithIndustryCountryAndListedSecurities,cold,0.0,1.0,0.0,1.1147181897031102,CONTROL,0.2866552327759563,G1,0.6061950349248939,G1|G3|G5|G7|G9,0.83,1.0,0.83,0.1895020922495287,0.3409769991412757,random_sample_k=5,5.0,1000.0,0.83,0.83,-0.9252160974535815,random_k_higher_top1_probability,random_k_lower_expected_regret
fiben,sf30,Q2_CompanyWithIndustryCountryAndListedSecurities,hot,1.0,1.0,1.0,0.0,G9,0.2507009194232523,G9,0.2507009194232523,G1|G3|G5|G7|G9,0.847,1.0,0.847,0.0105437738579139,0.2533442532236222,random_sample_k=5,5.0,1000.0,-0.15300000000000002,-0.15300000000000002,0.0105437738579139,schema_lens_higher_top1,schema_lens_lower_regret
fiben,sf30,Q3_SecuritiesHeldInEachFinancialServiceAccount,cold,1.0,1.0,1.0,0.0,G9,1.7227548349183053,G9,1.7227548349183053,G2|G3|G4|G5|G7|G9,0.86,1.0,1.0,7.888601725894284e-05,1.7228907361859456,random_sample_k=6,6.0,1000.0,-0.14,0.0,7.888601725894284e-05,schema_lens_higher_top1,schema_lens_lower_regret
fiben,sf30,Q3_SecuritiesHeldInEachFinancialServiceAccount,hot,1.0,1.0,1.0,0.0,G5,1.652036904124543,G5,1.652036904124543,G2|G3|G4|G5|G7|G9,0.845,1.0,1.0,0.0007640142057485,1.653299083787715,random_sample_k=6,6.0,1000.0,-0.15500000000000003,0.0,0.0007640142057485,schema_lens_higher_top1,schema_lens_lower_regret
fiben,sf30,Q4_CompaniesReachedFromPersonThroughAccountHoldingListedSecurity,cold,1.0,1.0,1.0,0.0,G3,17.04604578553699,G3,17.04604578553699,G2|G3|G4|G5|G7|G9,0.848,1.0,1.0,0.0023648527472535,17.086357173742726,random_sample_k=6,6.0,1000.0,-0.15200000000000002,0.0,0.0023648527472535,schema_lens_higher_top1,schema_lens_lower_regret
fiben,sf30,Q4_CompaniesReachedFromPersonThroughAccountHoldingListedSecurity,hot,1.0,1.0,1.0,0.0,G4,17.142359330318868,G4,17.142359330318868,G2|G3|G4|G5|G7|G9,0.836,1.0,1.0,0.0003903389290487,17.149050660501235,random_sample_k=6,6.0,1000.0,-0.16400000000000003,0.0,0.0003903389290487,schema_lens_higher_top1,schema_lens_lower_regret
fiben,sf30,Q5_ReportsAndMetricDataOfCompany,cold,1.0,1.0,1.0,0.0,G9,46.00141868577337,G9,46.00141868577337,G2|G4|G9,0.742,1.0,0.742,0.0346311264854027,47.59449963478837,random_sample_k=3,3.0,1000.0,-0.258,-0.258,0.0346311264854027,schema_lens_higher_top1,schema_lens_lower_regret
fiben,sf30,Q5_ReportsAndMetricDataOfCompany,hot,0.0,1.0,1.0,0.004768456445382,CONTROL,45.21718232426791,G4,45.43279848876408,G2|G4|G9,0.745,1.0,1.0,0.0012159563935724,45.27216444621444,random_sample_k=3,3.0,1000.0,0.745,0.0,-0.0035525000518096,random_k_higher_top1_probability,random_k_lower_expected_regret
fiben,sf30,Q6_TechUSListedSecuritiesWithHighLastTradedValue,cold,0.0,1.0,1.0,0.0170978968918232,CONTROL,414.6383690298535,G1,421.72781311091967,G1|G3|G5|G7|G9,0.842,1.0,1.0,0.002701467708908,415.758501194662,random_sample_k=5,5.0,1000.0,0.842,0.0,-0.014396429182915199,random_k_higher_top1_probability,random_k_lower_expected_regret
fiben,sf30,Q6_TechUSListedSecuritiesWithHighLastTradedValue,hot,1.0,1.0,1.0,0.0,G3,418.83483037818223,G3,418.83483037818223,G1|G3|G5|G7|G9,0.833,1.0,1.0,5.946676724048057e-05,418.85973713155255,random_sample_k=5,5.0,1000.0,-0.16700000000000004,0.0,5.946676724048057e-05,schema_lens_higher_top1,schema_lens_lower_regret
fiben,sf30,Q7_PersonsWhoBoughtMoreIBMThanSold,cold,1.0,1.0,1.0,0.0,G6,1.445280387997627,G6,1.445280387997627,G2|G3|G4|G5|G6|G7|G9,0.88,1.0,1.0,0.0001132110669919,1.445444009732455,random_sample_k=7,7.0,1000.0,-0.12,0.0,0.0001132110669919,schema_lens_higher_top1,schema_lens_lower_regret
fiben,sf30,Q7_PersonsWhoBoughtMoreIBMThanSold,hot,1.0,1.0,1.0,0.0,G3,1.322278199950233,G3,1.322278199950233,G2|G3|G4|G5|G6|G7|G9,0.877,1.0,1.0,0.0003903333322841,1.3227943292062263,random_sample_k=7,7.0,1000.0,-0.123,0.0,0.0003903333322841,schema_lens_higher_top1,schema_lens_lower_regret
fiben,sf30,Q8_IBMTransactionsBelowAverageSellingPrice,cold,0.0,1.0,1.0,0.0004350549312171,CONTROL,1.38883336330764,G7,1.389437582110986,G3|G5|G6|G7|G9,0.836,1.0,1.0,7.134900871961811e-05,1.3889324551913886,random_sample_k=5,5.0,1000.0,0.836,0.0,-0.0003637059224974819,random_k_higher_top1_probability,random_k_lower_expected_regret
fiben,sf30,Q8_IBMTransactionsBelowAverageSellingPrice,hot,1.0,1.0,1.0,0.0,G5,1.2928820273373276,G5,1.2928820273373276,G3|G5|G6|G7|G9,0.846,1.0,1.0,0.0003093777347969,1.293282016250305,random_sample_k=5,5.0,1000.0,-0.15400000000000003,0.0,0.0003093777347969,schema_lens_higher_top1,schema_lens_lower_regret
fiben,sf30,Q9_PersonsWhoBoughtAndSoldSameStock,cold,1.0,1.0,1.0,0.0,G7,1.340768137015402,G7,1.340768137015402,G2|G3|G4|G5|G7|G9,0.861,1.0,1.0,0.0005853512946207,1.3415529573801903,random_sample_k=6,6.0,1000.0,-0.139,0.0,0.0005853512946207,schema_lens_higher_top1,schema_lens_lower_regret
fiben,sf30,Q9_PersonsWhoBoughtAndSoldSameStock,hot,1.0,1.0,1.0,0.0,G7,1.2238605471793562,G7,1.2238605471793562,G2|G3|G4|G5|G7|G9,0.868,1.0,1.0,0.000132205516374,1.224022348294966,random_sample_k=6,6.0,1000.0,-0.132,0.0,0.000132205516374,schema_lens_higher_top1,schema_lens_lower_regret
imdb,sf0.25,QG10_AdvancedSearchWatchItems,cold,1.0,1.0,1.0,0.0,G9,117.12669585031108,G9,117.12669585031108,G0|G2|G3|G4|G5|G6|G7|G8|G9,1.0,1.0,1.0,0.0,117.12669585031108,random_sample_k=9,9.0,1000.0,0.0,0.0,0.0,tie,tie
imdb,sf0.25,QG10_AdvancedSearchWatchItems,hot,1.0,1.0,1.0,0.0,G9,115.31208974847686,G9,115.31208974847686,G0|G2|G3|G4|G5|G6|G7|G8|G9,1.0,1.0,1.0,0.0,115.31208974847686,random_sample_k=9,9.0,1000.0,0.0,0.0,0.0,tie,tie
imdb,sf0.25,QG1_WatchItemById,cold,1.0,1.0,1.0,0.0,G4,0.4589106465573421,G4,0.4589106465573421,G0|G2|G3|G4|G5|G6,0.672,0.992,0.921,0.0233429402675495,0.4696229703680727,random_sample_k=6,6.0,1000.0,-0.32799999999999996,-0.07899999999999996,0.0233429402675495,schema_lens_higher_top1,schema_lens_lower_regret
imdb,sf0.25,QG1_WatchItemById,hot,0.0,1.0,0.0,0.1097841110093237,G9,0.2058836013020482,G2,0.2284863494423916,G0|G2|G3|G4|G5|G6,0.657,0.988,0.657,0.0340600665754732,0.2128960104691941,random_sample_k=6,6.0,1000.0,0.657,0.657,-0.0757240444338505,random_k_higher_top1_probability,random_k_lower_expected_regret
imdb,sf0.25,QG2_WatchItemByTitle,cold,1.0,1.0,1.0,0.0,G2,0.3874151982017793,G2,0.3874151982017793,G0|G2|G3|G4|G5|G6,0.664,0.988,0.919,0.0186085730492342,0.3946244422179006,random_sample_k=6,6.0,1000.0,-0.33599999999999997,-0.08099999999999996,0.0186085730492342,schema_lens_higher_top1,schema_lens_lower_regret
imdb,sf0.25,QG2_WatchItemByTitle,hot,0.0,1.0,1.0,0.042110307247159,G9,0.2828345986927161,G3,0.2947448505437933,G0|G2|G3|G4|G5|G6,0.671,0.982,0.982,0.0051215689990025,0.284283155605226,random_sample_k=6,6.0,1000.0,0.671,-0.018000000000000016,-0.0369887382481565,random_k_higher_top1_probability,random_k_lower_expected_regret
imdb,sf0.25,QG3_RecommendationByGenreAndSubtype,cold,1.0,1.0,1.0,0.0,G9,6.170381346964859,G9,6.170381346964859,G0|G2|G3|G4|G5|G6|G7|G8|G9,1.0,1.0,1.0,0.0,6.170381346964859,random_sample_k=9,9.0,1000.0,0.0,0.0,0.0,tie,tie
imdb,sf0.25,QG3_RecommendationByGenreAndSubtype,hot,1.0,1.0,1.0,0.0,G8,5.637626150928553,G8,5.637626150928553,G0|G2|G3|G4|G5|G6|G7|G8|G9,1.0,1.0,1.0,0.0,5.637626150928553,random_sample_k=9,9.0,1000.0,0.0,0.0,0.0,tie,tie
imdb,sf0.25,QG4_AllPersonsOfTypeForWatchItem,cold,1.0,1.0,1.0,0.0,G5,0.5670510505296984,G5,0.5670510505296984,G0|G2|G3|G4|G5|G6,0.671,0.989,0.671,0.1187685511617104,0.6343988822358367,random_sample_k=6,6.0,1000.0,-0.32899999999999996,-0.32899999999999996,0.1187685511617104,schema_lens_higher_top1,schema_lens_lower_regret
imdb,sf0.25,QG4_AllPersonsOfTypeForWatchItem,hot,1.0,1.0,1.0,0.0,G6,0.3935545493732206,G6,0.3935545493732206,G0|G2|G3|G4|G5|G6,0.666,0.986,0.666,0.2417665137305356,0.4887028607379761,random_sample_k=6,6.0,1000.0,-0.33399999999999996,-0.33399999999999996,0.2417665137305356,schema_lens_higher_top1,schema_lens_lower_regret
imdb,sf0.25,QG5_AllPersonsForEpisodesOfSeries,cold,1.0,1.0,1.0,0.0,G4,99.69487514972568,G4,99.69487514972568,G0|G2|G3|G4|G5|G6|G7|G8|G9,1.0,1.0,1.0,0.0,99.69487514972568,random_sample_k=9,9.0,1000.0,0.0,0.0,0.0,tie,tie
imdb,sf0.25,QG5_AllPersonsForEpisodesOfSeries,hot,1.0,1.0,1.0,0.0,G4,81.24685599796065,G4,81.24685599796065,G0|G2|G3|G4|G5|G6|G7|G8|G9,1.0,1.0,1.0,0.0,81.24685599796065,random_sample_k=9,9.0,1000.0,0.0,0.0,0.0,tie,tie
imdb,sf0.25,QG6_EpisodesOfSeries,cold,1.0,1.0,1.0,0.0,G7,0.9748085016326512,G7,0.9748085016326512,G3|G7|G8|G9,0.419,0.866,0.419,0.0977379491568053,1.070084285402845,random_sample_k=4,4.0,1000.0,-0.581,-0.581,0.0977379491568053,schema_lens_higher_top1,schema_lens_lower_regret
